PhyRxTime,FrameID,FrameType,PacketIndex,TID,AccessCategory,IsAMPDU,AMPDURefNum
3.80813,24,P,2,3,AC BE,YES,54
3.80813,24,P,3,3,AC BE,YES,54
3.80813,24,P,4,3,AC BE,YES,54
3.80813,24,P,5,3,AC BE,YES,54
3.80813,24,P,6,3,AC BE,YES,54
3.80813,24,P,7,3,AC BE,YES,54
3.80813,24,P,8,3,AC BE,YES,54
3.80813,24,P,9,3,AC BE,YES,54
3.80813,24,P,10,3,AC BE,YES,54
3.80813,24,P,11,3,AC BE,YES,54
3.80813,24,P,12,3,AC BE,YES,54
3.80813,24,P,13,3,AC BE,YES,54
3.80813,24,P,14,3,AC BE,YES,54
3.80813,24,P,15,3,AC BE,YES,54
3.80813,24,P,16,3,AC BE,YES,54
3.80813,24,P,17,3,AC BE,YES,54
3.80813,24,P,18,3,AC BE,YES,54
3.80813,24,P,19,3,AC BE,YES,54
3.80813,24,P,20,3,AC BE,YES,54
3.80813,24,P,21,3,AC BE,YES,54
3.80813,24,P,22,3,AC BE,YES,54
3.80813,24,P,23,3,AC BE,YES,54
3.80813,24,P,24,3,AC BE,YES,54
3.80813,24,P,25,3,AC BE,YES,54
3.80813,24,P,26,3,AC BE,YES,54
3.80813,24,P,27,3,AC BE,YES,54
3.80813,24,P,28,3,AC BE,YES,54
3.80813,24,P,29,3,AC BE,YES,54
3.83625,25,B,0,3,AC BE,YES,55
3.83705,25,B,1,3,AC BE,YES,56
3.83705,25,B,2,3,AC BE,YES,56
3.83705,25,B,3,3,AC BE,YES,56
3.83705,25,B,4,3,AC BE,YES,56
3.86924,26,B,0,3,AC BE,YES,57
3.8701,26,B,1,3,AC BE,YES,58
3.8701,26,B,2,3,AC BE,YES,58
3.8701,26,B,3,3,AC BE,YES,58
3.8701,26,B,4,3,AC BE,YES,58
3.90224,27,P,0,3,AC BE,YES,59
3.90711,27,P,1,3,AC BE,YES,60
3.90711,27,P,2,3,AC BE,YES,60
3.90711,27,P,3,3,AC BE,YES,60
3.90711,27,P,4,3,AC BE,YES,60
3.90711,27,P,5,3,AC BE,YES,60
3.90711,27,P,6,3,AC BE,YES,60
3.90711,27,P,7,3,AC BE,YES,60
3.90711,27,P,8,3,AC BE,YES,60
3.90711,27,P,9,3,AC BE,YES,60
3.90711,27,P,10,3,AC BE,YES,60
3.90711,27,P,11,3,AC BE,YES,60
3.90711,27,P,12,3,AC BE,YES,60
3.90711,27,P,13,3,AC BE,YES,60
3.90711,27,P,14,3,AC BE,YES,60
3.90711,27,P,15,3,AC BE,YES,60
3.90711,27,P,16,3,AC BE,YES,60
3.90711,27,P,17,3,AC BE,YES,60
3.90711,27,P,18,3,AC BE,YES,60
3.90711,27,P,19,3,AC BE,YES,60
3.90711,27,P,20,3,AC BE,YES,60
3.90711,27,P,21,3,AC BE,YES,60
3.90711,27,P,22,3,AC BE,YES,60
3.90711,27,P,23,3,AC BE,YES,60
3.90711,27,P,24,3,AC BE,YES,60
3.90711,27,P,25,3,AC BE,YES,60
3.90711,27,P,26,3,AC BE,YES,60
3.90711,27,P,27,3,AC BE,YES,60
3.90711,27,P,28,3,AC BE,YES,60
3.90711,27,P,29,3,AC BE,YES,60
3.93524,28,B,0,3,AC BE,YES,61
3.93612,28,B,1,3,AC BE,YES,62
3.93612,28,B,2,3,AC BE,YES,62
3.93612,28,B,3,3,AC BE,YES,62
3.93612,28,B,4,3,AC BE,YES,62
3.96825,29,B,0,3,AC BE,YES,63
3.96915,29,B,1,3,AC BE,YES,64
3.96915,29,B,2,3,AC BE,YES,64
3.96915,29,B,3,3,AC BE,YES,64
3.96915,29,B,4,3,AC BE,YES,64
4.00637,30,P,0,3,AC BE,YES,65
4.00637,30,P,1,3,AC BE,YES,65
4.00637,30,P,2,3,AC BE,YES,65
4.00637,30,P,3,3,AC BE,YES,65
4.00637,30,P,4,3,AC BE,YES,65
4.00637,30,P,5,3,AC BE,YES,65
4.00637,30,P,6,3,AC BE,YES,65
4.00637,30,P,7,3,AC BE,YES,65
4.00637,30,P,8,3,AC BE,YES,65
4.00637,30,P,9,3,AC BE,YES,65
4.00637,30,P,10,3,AC BE,YES,65
4.00637,30,P,11,3,AC BE,YES,65
4.00637,30,P,12,3,AC BE,YES,65
4.00637,30,P,13,3,AC BE,YES,65
4.00637,30,P,14,3,AC BE,YES,65
4.00637,30,P,15,3,AC BE,YES,65
4.00637,30,P,16,3,AC BE,YES,65
4.00637,30,P,17,3,AC BE,YES,65
4.00637,30,P,18,3,AC BE,YES,65
4.00637,30,P,19,3,AC BE,YES,65
4.00637,30,P,20,3,AC BE,YES,65
4.00637,30,P,21,3,AC BE,YES,65
4.00637,30,P,22,3,AC BE,YES,65
4.00637,30,P,23,3,AC BE,YES,65
4.00637,30,P,24,3,AC BE,YES,65
4.00637,30,P,25,3,AC BE,YES,65
4.00637,30,P,26,3,AC BE,YES,65
4.00637,30,P,27,3,AC BE,YES,65
4.00637,30,P,28,3,AC BE,YES,65
4.00637,30,P,29,3,AC BE,YES,65
4.03424,31,B,0,3,AC BE,YES,66
4.03512,31,B,1,3,AC BE,YES,67
4.03512,31,B,2,3,AC BE,YES,67
4.03512,31,B,3,3,AC BE,YES,67
4.03512,31,B,4,3,AC BE,YES,67
4.06725,32,B,0,3,AC BE,YES,68
4.06813,32,B,1,3,AC BE,YES,69
4.06813,32,B,2,3,AC BE,YES,69
4.06813,32,B,3,3,AC BE,YES,69
4.06813,32,B,4,3,AC BE,YES,69
4.10025,33,P,0,3,AC BE,YES,70
4.10513,33,P,1,3,AC BE,YES,71
4.10513,33,P,2,3,AC BE,YES,71
4.10513,33,P,3,3,AC BE,YES,71
4.10513,33,P,4,3,AC BE,YES,71
4.10513,33,P,5,3,AC BE,YES,71
4.10513,33,P,6,3,AC BE,YES,71
4.10513,33,P,7,3,AC BE,YES,71
4.10513,33,P,8,3,AC BE,YES,71
4.10513,33,P,9,3,AC BE,YES,71
4.10513,33,P,10,3,AC BE,YES,71
4.10513,33,P,11,3,AC BE,YES,71
4.10513,33,P,12,3,AC BE,YES,71
4.10513,33,P,13,3,AC BE,YES,71
4.10513,33,P,14,3,AC BE,YES,71
4.10513,33,P,15,3,AC BE,YES,71
4.10513,33,P,16,3,AC BE,YES,71
4.10513,33,P,17,3,AC BE,YES,71
4.10513,33,P,18,3,AC BE,YES,71
4.10513,33,P,19,3,AC BE,YES,71
4.10513,33,P,20,3,AC BE,YES,71
4.10513,33,P,21,3,AC BE,YES,71
4.10513,33,P,22,3,AC BE,YES,71
4.10513,33,P,23,3,AC BE,YES,71
4.10513,33,P,24,3,AC BE,YES,71
4.10513,33,P,25,3,AC BE,YES,71
4.10513,33,P,26,3,AC BE,YES,71
4.10513,33,P,27,3,AC BE,YES,71
4.10513,33,P,28,3,AC BE,YES,71
4.10513,33,P,29,3,AC BE,YES,71
4.13325,34,B,0,3,AC BE,YES,72
4.13405,34,B,1,3,AC BE,YES,73
4.13405,34,B,2,3,AC BE,YES,73
4.13405,34,B,3,3,AC BE,YES,73
4.13405,34,B,4,3,AC BE,YES,73
4.16624,35,B,0,3,AC BE,YES,74
4.16713,35,B,1,3,AC BE,YES,75
4.16713,35,B,2,3,AC BE,YES,75
4.16713,35,B,3,3,AC BE,YES,75
4.16713,35,B,4,3,AC BE,YES,75
4.19924,36,P,0,3,AC BE,YES,76
4.20411,36,P,1,3,AC BE,YES,77
4.20411,36,P,2,3,AC BE,YES,77
4.20411,36,P,3,3,AC BE,YES,77
4.20411,36,P,4,3,AC BE,YES,77
4.20411,36,P,5,3,AC BE,YES,77
4.20411,36,P,6,3,AC BE,YES,77
4.20411,36,P,7,3,AC BE,YES,77
4.20411,36,P,8,3,AC BE,YES,77
4.20411,36,P,9,3,AC BE,YES,77
4.20411,36,P,10,3,AC BE,YES,77
4.20411,36,P,11,3,AC BE,YES,77
4.20411,36,P,12,3,AC BE,YES,77
4.20411,36,P,13,3,AC BE,YES,77
4.20411,36,P,14,3,AC BE,YES,77
4.20411,36,P,15,3,AC BE,YES,77
4.20411,36,P,16,3,AC BE,YES,77
4.20411,36,P,17,3,AC BE,YES,77
4.20411,36,P,18,3,AC BE,YES,77
4.20411,36,P,19,3,AC BE,YES,77
4.20411,36,P,20,3,AC BE,YES,77
4.20411,36,P,21,3,AC BE,YES,77
4.20411,36,P,22,3,AC BE,YES,77
4.20411,36,P,23,3,AC BE,YES,77
4.20411,36,P,24,3,AC BE,YES,77
4.20411,36,P,25,3,AC BE,YES,77
4.20411,36,P,26,3,AC BE,YES,77
4.20411,36,P,27,3,AC BE,YES,77
4.20411,36,P,28,3,AC BE,YES,77
4.20411,36,P,29,3,AC BE,YES,77
4.23225,37,B,0,3,AC BE,YES,78
4.23318,37,B,1,3,AC BE,YES,79
4.23318,37,B,2,3,AC BE,YES,79
4.23318,37,B,3,3,AC BE,YES,79
4.23318,37,B,4,3,AC BE,YES,79
4.26525,38,B,0,3,AC BE,YES,80
4.26607,38,B,1,3,AC BE,YES,81
4.26607,38,B,2,3,AC BE,YES,81
4.26607,38,B,3,3,AC BE,YES,81
4.26607,38,B,4,3,AC BE,YES,81
4.29824,39,P,0,3,AC BE,YES,82
4.30311,39,P,1,3,AC BE,YES,83
4.30311,39,P,2,3,AC BE,YES,83
4.30311,39,P,3,3,AC BE,YES,83
4.30311,39,P,4,3,AC BE,YES,83
4.30311,39,P,5,3,AC BE,YES,83
4.30311,39,P,6,3,AC BE,YES,83
4.30311,39,P,7,3,AC BE,YES,83
4.30311,39,P,8,3,AC BE,YES,83
4.30311,39,P,9,3,AC BE,YES,83
4.30311,39,P,10,3,AC BE,YES,83
4.30311,39,P,11,3,AC BE,YES,83
4.30311,39,P,12,3,AC BE,YES,83
4.30311,39,P,13,3,AC BE,YES,83
4.30311,39,P,14,3,AC BE,YES,83
4.30311,39,P,15,3,AC BE,YES,83
4.30311,39,P,16,3,AC BE,YES,83
4.30311,39,P,17,3,AC BE,YES,83
4.30311,39,P,18,3,AC BE,YES,83
4.30311,39,P,19,3,AC BE,YES,83
4.30311,39,P,20,3,AC BE,YES,83
4.30311,39,P,21,3,AC BE,YES,83
4.30311,39,P,22,3,AC BE,YES,83
4.30311,39,P,23,3,AC BE,YES,83
4.30311,39,P,24,3,AC BE,YES,83
4.30311,39,P,25,3,AC BE,YES,83
4.30311,39,P,26,3,AC BE,YES,83
4.30311,39,P,27,3,AC BE,YES,83
4.30311,39,P,28,3,AC BE,YES,83
4.30311,39,P,29,3,AC BE,YES,83
4.33125,40,B,0,3,AC BE,YES,84
4.3321,40,B,1,3,AC BE,YES,85
4.3321,40,B,2,3,AC BE,YES,85
4.3321,40,B,3,3,AC BE,YES,85
4.3321,40,B,4,3,AC BE,YES,85
4.36425,41,B,0,3,AC BE,YES,86
4.36513,41,B,1,3,AC BE,YES,87
4.36513,41,B,2,3,AC BE,YES,87
4.36513,41,B,3,3,AC BE,YES,87
4.36513,41,B,4,3,AC BE,YES,87
4.39724,42,P,0,3,AC BE,YES,88
4.40173,42,P,1,3,AC BE,YES,89
4.40173,42,P,2,3,AC BE,YES,89
4.40173,42,P,3,3,AC BE,YES,89
4.40173,42,P,4,3,AC BE,YES,89
4.40173,42,P,5,3,AC BE,YES,89
4.40173,42,P,6,3,AC BE,YES,89
4.40173,42,P,7,3,AC BE,YES,89
4.40173,42,P,8,3,AC BE,YES,89
4.40173,42,P,9,3,AC BE,YES,89
4.40173,42,P,10,3,AC BE,YES,89
4.40173,42,P,11,3,AC BE,YES,89
4.40173,42,P,12,3,AC BE,YES,89
4.40173,42,P,13,3,AC BE,YES,89
4.40173,42,P,14,3,AC BE,YES,89
4.40173,42,P,15,3,AC BE,YES,89
4.40173,42,P,16,3,AC BE,YES,89
