Time(sec),FrameID,FrameType,PacketIndex,TID,AccessCategory,IsAMPDU,AMPDURefNum
3.00474,0,I,0,0,AC_BE,NO,0
3.00861,4294967295,I,0,0,AC_BE,YES,1
3.00904,4294967295,I,1,0,AC_BE,YES,2
3.00937,4294967295,I,2,0,AC_BE,YES,3
3.01124,0,I,0,0,AC_BE,YES,4
3.01161,0,I,1,0,AC_BE,YES,5
3.01196,0,I,2,0,AC_BE,YES,6
3.01233,0,I,3,0,AC_BE,YES,7
3.01269,0,I,4,0,AC_BE,YES,8
3.01306,0,I,5,0,AC_BE,YES,9
3.01351,0,I,6,0,AC_BE,YES,10
3.01385,0,I,7,0,AC_BE,YES,11
3.01429,0,I,8,0,AC_BE,YES,12
3.01468,0,I,9,0,AC_BE,YES,13
3.01508,0,I,10,0,AC_BE,YES,14
3.0154,0,I,11,0,AC_BE,YES,15
3.01581,0,I,12,0,AC_BE,YES,16
3.01623,0,I,13,0,AC_BE,YES,17
3.01662,0,I,14,0,AC_BE,YES,18
3.01705,0,I,15,0,AC_BE,YES,19
3.01748,0,I,16,0,AC_BE,YES,20
3.01783,0,I,17,0,AC_BE,YES,21
3.01826,0,I,18,0,AC_BE,YES,22
3.01868,0,I,19,0,AC_BE,YES,23
3.019,0,I,20,0,AC_BE,YES,24
3.01932,0,I,21,0,AC_BE,YES,25
3.01965,0,I,22,0,AC_BE,YES,26
3.01996,0,I,23,0,AC_BE,YES,27
3.02029,0,I,24,0,AC_BE,YES,28
3.02061,0,I,25,0,AC_BE,YES,29
3.02093,0,I,26,0,AC_BE,YES,30
3.02134,0,I,27,0,AC_BE,YES,31
3.02166,0,I,28,0,AC_BE,YES,32
3.02209,0,I,29,0,AC_BE,YES,33
3.02247,0,I,30,0,AC_BE,YES,34
3.02279,0,I,31,0,AC_BE,YES,35
3.02313,0,I,32,0,AC_BE,YES,36
3.02357,0,I,33,0,AC_BE,YES,37
3.024,0,I,34,0,AC_BE,YES,38
3.02441,0,I,35,0,AC_BE,YES,39
3.02477,0,I,36,0,AC_BE,YES,40
3.0252,0,I,37,0,AC_BE,YES,41
3.02553,0,I,38,0,AC_BE,YES,42
3.02585,0,I,39,0,AC_BE,YES,43
3.02629,0,I,40,0,AC_BE,YES,44
3.02668,0,I,41,0,AC_BE,YES,45
3.02699,0,I,42,0,AC_BE,YES,46
3.02733,0,I,43,0,AC_BE,YES,47
3.02772,0,I,44,0,AC_BE,YES,48
3.02805,0,I,45,0,AC_BE,YES,49
3.02837,0,I,46,0,AC_BE,YES,50
3.02876,0,I,47,0,AC_BE,YES,51
3.02913,0,I,48,0,AC_BE,YES,52
3.02954,0,I,49,0,AC_BE,YES,53
3.04425,1,B,0,0,AC_BE,YES,54
3.04465,1,B,1,0,AC_BE,YES,55
3.04505,1,B,2,0,AC_BE,YES,56
3.0454,1,B,3,0,AC_BE,YES,57
3.04582,1,B,4,0,AC_BE,YES,58
3.07724,2,B,0,0,AC_BE,YES,59
3.0776,2,B,1,0,AC_BE,YES,60
3.07801,2,B,2,0,AC_BE,YES,61
3.08037,2,B,3,0,AC_BE,YES,62
3.08073,2,B,4,0,AC_BE,YES,63
3.11025,3,P,0,0,AC_BE,YES,64
3.11066,3,P,1,0,AC_BE,YES,65
3.11104,3,P,2,0,AC_BE,YES,66
3.11141,3,P,3,0,AC_BE,YES,67
3.11173,3,P,4,0,AC_BE,YES,68
3.11208,3,P,5,0,AC_BE,YES,69
3.11249,3,P,6,0,AC_BE,YES,70
3.1129,3,P,7,0,AC_BE,YES,71
3.11327,3,P,8,0,AC_BE,YES,72
3.1137,3,P,9,0,AC_BE,YES,73
3.11415,3,P,10,0,AC_BE,YES,74
3.11447,3,P,11,0,AC_BE,YES,75
3.11482,3,P,12,0,AC_BE,YES,76
3.11516,3,P,13,0,AC_BE,YES,77
3.11554,3,P,14,0,AC_BE,YES,78
3.11588,3,P,15,0,AC_BE,YES,79
3.11625,3,P,16,0,AC_BE,YES,80
3.11662,3,P,17,0,AC_BE,YES,81
3.11702,3,P,18,0,AC_BE,YES,82
3.11744,3,P,19,0,AC_BE,YES,83
3.11776,3,P,20,0,AC_BE,YES,84
3.11817,3,P,21,0,AC_BE,YES,85
3.11855,3,P,22,0,AC_BE,YES,86
3.1189,3,P,23,0,AC_BE,YES,87
3.11933,3,P,24,0,AC_BE,YES,88
3.11974,3,P,25,0,AC_BE,YES,89
3.12008,3,P,26,0,AC_BE,YES,90
3.12042,3,P,27,0,AC_BE,YES,91
3.12076,3,P,28,0,AC_BE,YES,92
3.12118,3,P,29,0,AC_BE,YES,93
3.14325,4,B,0,0,AC_BE,YES,94
3.14363,4,B,1,0,AC_BE,YES,95
3.14402,4,B,2,0,AC_BE,YES,96
3.14444,4,B,3,0,AC_BE,YES,97
3.14487,4,B,4,0,AC_BE,YES,98
3.17624,5,B,0,0,AC_BE,YES,99
3.17659,5,B,1,0,AC_BE,YES,100
3.17699,5,B,2,0,AC_BE,YES,101
3.17743,5,B,3,0,AC_BE,YES,102
3.17787,5,B,4,0,AC_BE,YES,103
3.20925,6,P,0,0,AC_BE,YES,104
3.20966,6,P,1,0,AC_BE,YES,105
3.21002,6,P,2,0,AC_BE,YES,106
3.21039,6,P,3,0,AC_BE,YES,107
3.21073,6,P,4,0,AC_BE,YES,108
3.21107,6,P,5,0,AC_BE,YES,109
3.21145,6,P,6,0,AC_BE,YES,110
3.21189,6,P,7,0,AC_BE,YES,111
3.21228,6,P,8,0,AC_BE,YES,112
3.21259,6,P,9,0,AC_BE,YES,113
3.21293,6,P,10,0,AC_BE,YES,114
3.21329,6,P,11,0,AC_BE,YES,115
3.21365,6,P,12,0,AC_BE,YES,116
3.21409,6,P,13,0,AC_BE,YES,117
3.21442,6,P,14,0,AC_BE,YES,118
3.21477,6,P,15,0,AC_BE,YES,119
3.21518,6,P,16,0,AC_BE,YES,120
3.21551,6,P,17,0,AC_BE,YES,121
3.21589,6,P,18,0,AC_BE,YES,122
3.2163,6,P,19,0,AC_BE,YES,123
3.21672,6,P,20,0,AC_BE,YES,124
3.21709,6,P,21,0,AC_BE,YES,125
3.21745,6,P,22,0,AC_BE,YES,126
3.21785,6,P,23,0,AC_BE,YES,127
3.2182,6,P,24,0,AC_BE,YES,128
3.21862,6,P,25,0,AC_BE,YES,129
3.21896,6,P,26,0,AC_BE,YES,130
3.21936,6,P,27,0,AC_BE,YES,131
3.21979,6,P,28,0,AC_BE,YES,132
3.22014,6,P,29,0,AC_BE,YES,133
3.24224,7,B,0,0,AC_BE,YES,134
3.24256,7,B,1,0,AC_BE,YES,135
3.243,7,B,2,0,AC_BE,YES,136
3.24335,7,B,3,0,AC_BE,YES,137
3.24371,7,B,4,0,AC_BE,YES,138
3.27525,8,B,0,0,AC_BE,YES,139
3.27556,8,B,1,0,AC_BE,YES,140
3.27589,8,B,2,0,AC_BE,YES,141
3.27625,8,B,3,0,AC_BE,YES,142
3.27665,8,B,4,0,AC_BE,YES,143
3.30825,9,P,0,0,AC_BE,YES,144
3.30868,9,P,1,0,AC_BE,YES,145
3.309,9,P,2,0,AC_BE,YES,146
3.30933,9,P,3,0,AC_BE,YES,147
3.30964,9,P,4,0,AC_BE,YES,148
3.31008,9,P,5,0,AC_BE,YES,149
3.31052,9,P,6,0,AC_BE,YES,150
3.3109,9,P,7,0,AC_BE,YES,151
3.31127,9,P,8,0,AC_BE,YES,152
3.31158,9,P,9,0,AC_BE,YES,153
3.31199,9,P,10,0,AC_BE,YES,154
3.31236,9,P,11,0,AC_BE,YES,155
3.31277,9,P,12,0,AC_BE,YES,156
3.31316,9,P,13,0,AC_BE,YES,157
3.3136,9,P,14,0,AC_BE,YES,158
3.31394,9,P,15,0,AC_BE,YES,159
3.31435,9,P,16,0,AC_BE,YES,160
3.31472,9,P,17,0,AC_BE,YES,161
3.31504,9,P,18,0,AC_BE,YES,162
3.31543,9,P,19,0,AC_BE,YES,163
3.31584,9,P,20,0,AC_BE,YES,164
3.31621,9,P,21,0,AC_BE,YES,165
3.31664,9,P,22,0,AC_BE,YES,166
3.317,9,P,23,0,AC_BE,YES,167
3.31736,9,P,24,0,AC_BE,YES,168
3.31775,9,P,25,0,AC_BE,YES,169
3.31806,9,P,26,0,AC_BE,YES,170
3.31841,9,P,27,0,AC_BE,YES,171
3.31885,9,P,28,0,AC_BE,YES,172
3.31919,9,P,29,0,AC_BE,YES,173
3.34124,10,B,0,0,AC_BE,YES,174
3.34162,10,B,1,0,AC_BE,YES,175
3.34199,10,B,2,0,AC_BE,YES,176
3.34231,10,B,3,0,AC_BE,YES,177
3.3427,10,B,4,0,AC_BE,YES,178
3.37424,11,B,0,0,AC_BE,YES,179
3.37464,11,B,1,0,AC_BE,YES,180
3.37505,11,B,2,0,AC_BE,YES,181
3.37544,11,B,3,0,AC_BE,YES,182
3.37588,11,B,4,0,AC_BE,YES,183
3.40725,12,P,0,0,AC_BE,YES,184
3.40757,12,P,1,0,AC_BE,YES,185
3.40799,12,P,2,0,AC_BE,YES,186
3.40839,12,P,3,0,AC_BE,YES,187
3.4088,12,P,4,0,AC_BE,YES,188
3.40913,12,P,5,0,AC_BE,YES,189
3.40948,12,P,6,0,AC_BE,YES,190
3.40986,12,P,7,0,AC_BE,YES,191
3.4102,12,P,8,0,AC_BE,YES,192
3.41051,12,P,9,0,AC_BE,YES,193
3.41094,12,P,10,0,AC_BE,YES,194
3.41132,12,P,11,0,AC_BE,YES,195
3.41164,12,P,12,0,AC_BE,YES,196
3.41207,12,P,13,0,AC_BE,YES,197
3.4125,12,P,14,0,AC_BE,YES,198
3.41288,12,P,15,0,AC_BE,YES,199
3.4132,12,P,16,0,AC_BE,YES,200
3.41362,12,P,17,0,AC_BE,YES,201
3.41398,12,P,18,0,AC_BE,YES,202
3.41429,12,P,19,0,AC_BE,YES,203
3.4147,12,P,20,0,AC_BE,YES,204
3.41502,12,P,21,0,AC_BE,YES,205
3.41542,12,P,22,0,AC_BE,YES,206
3.41574,12,P,23,0,AC_BE,YES,207
3.41615,12,P,24,0,AC_BE,YES,208
3.41651,12,P,25,0,AC_BE,YES,209
3.41691,12,P,26,0,AC_BE,YES,210
3.41728,12,P,27,0,AC_BE,YES,211
3.41768,12,P,28,0,AC_BE,YES,212
3.41805,12,P,29,0,AC_BE,YES,213
3.44025,13,B,0,0,AC_BE,YES,214
3.44058,13,B,1,0,AC_BE,YES,215
3.44098,13,B,2,0,AC_BE,YES,216
3.44133,13,B,3,0,AC_BE,YES,217
3.44165,13,B,4,0,AC_BE,YES,218
3.47325,14,B,0,0,AC_BE,YES,219
3.47357,14,B,1,0,AC_BE,YES,220
3.47389,14,B,2,0,AC_BE,YES,221
3.47423,14,B,3,0,AC_BE,YES,222
3.47466,14,B,4,0,AC_BE,YES,223
3.50624,15,P,0,0,AC_BE,YES,224
3.50659,15,P,1,0,AC_BE,YES,225
3.50691,15,P,2,0,AC_BE,YES,226
3.50727,15,P,3,0,AC_BE,YES,227
3.50771,15,P,4,0,AC_BE,YES,228
3.50811,15,P,5,0,AC_BE,YES,229
3.50856,15,P,6,0,AC_BE,YES,230
3.50888,15,P,7,0,AC_BE,YES,231
3.50928,15,P,8,0,AC_BE,YES,232
3.5097,15,P,9,0,AC_BE,YES,233
3.51007,15,P,10,0,AC_BE,YES,234
3.51039,15,P,11,0,AC_BE,YES,235
3.51083,15,P,12,0,AC_BE,YES,236
3.51125,15,P,13,0,AC_BE,YES,237
3.51168,15,P,14,0,AC_BE,YES,238
3.51208,15,P,15,0,AC_BE,YES,239
3.51244,15,P,16,0,AC_BE,YES,240
3.51275,15,P,17,0,AC_BE,YES,241
3.51308,15,P,18,0,AC_BE,YES,242
3.51339,15,P,19,0,AC_BE,YES,243
3.51379,15,P,20,0,AC_BE,YES,244
3.51416,15,P,21,0,AC_BE,YES,245
3.51451,15,P,22,0,AC_BE,YES,246
3.51489,15,P,23,0,AC_BE,YES,247
3.5153,15,P,24,0,AC_BE,YES,248
3.51571,15,P,25,0,AC_BE,YES,249
3.51602,15,P,26,0,AC_BE,YES,250
3.51641,15,P,27,0,AC_BE,YES,251
3.51678,15,P,28,0,AC_BE,YES,252
3.51718,15,P,29,0,AC_BE,YES,253
3.53925,16,B,0,0,AC_BE,YES,254
3.53961,16,B,1,0,AC_BE,YES,255
3.54001,16,B,2,0,AC_BE,YES,256
3.54043,16,B,3,0,AC_BE,YES,257
3.54087,16,B,4,0,AC_BE,YES,258
3.57225,17,B,0,0,AC_BE,YES,259
3.57261,17,B,1,0,AC_BE,YES,260
3.57295,17,B,2,0,AC_BE,YES,261
3.5733,17,B,3,0,AC_BE,YES,262
3.57366,17,B,4,0,AC_BE,YES,263
3.60525,18,P,0,0,AC_BE,YES,264
3.6056,18,P,1,0,AC_BE,YES,265
3.60591,18,P,2,0,AC_BE,YES,266
3.60632,18,P,3,0,AC_BE,YES,267
3.60672,18,P,4,0,AC_BE,YES,268
3.60706,18,P,5,0,AC_BE,YES,269
3.60749,18,P,6,0,AC_BE,YES,270
3.60793,18,P,7,0,AC_BE,YES,271
3.60837,18,P,8,0,AC_BE,YES,272
3.60871,18,P,9,0,AC_BE,YES,273
3.60908,18,P,10,0,AC_BE,YES,274
3.60949,18,P,11,0,AC_BE,YES,275
3.60986,18,P,12,0,AC_BE,YES,276
3.61019,18,P,13,0,AC_BE,YES,277
3.61059,18,P,14,0,AC_BE,YES,278
3.61098,18,P,15,0,AC_BE,YES,279
3.61131,18,P,16,0,AC_BE,YES,280
3.61164,18,P,17,0,AC_BE,YES,281
3.61195,18,P,18,0,AC_BE,YES,282
3.61239,18,P,19,0,AC_BE,YES,283
3.61275,18,P,20,0,AC_BE,YES,284
3.61306,18,P,21,0,AC_BE,YES,285
3.61337,18,P,22,0,AC_BE,YES,286
3.61379,18,P,23,0,AC_BE,YES,287
3.61416,18,P,24,0,AC_BE,YES,288
3.6145,18,P,25,0,AC_BE,YES,289
3.61492,18,P,26,0,AC_BE,YES,290
3.61526,18,P,27,0,AC_BE,YES,291
3.6157,18,P,28,0,AC_BE,YES,292
3.61602,18,P,29,0,AC_BE,YES,293
3.63825,19,B,0,0,AC_BE,YES,294
3.63869,19,B,1,0,AC_BE,YES,295
3.6391,19,B,2,0,AC_BE,YES,296
3.63941,19,B,3,0,AC_BE,YES,297
3.63975,19,B,4,0,AC_BE,YES,298
3.67125,20,B,0,0,AC_BE,YES,299
3.67163,20,B,1,0,AC_BE,YES,300
3.67202,20,B,2,0,AC_BE,YES,301
3.67242,20,B,3,0,AC_BE,YES,302
3.67285,20,B,4,0,AC_BE,YES,303
3.70425,21,P,0,0,AC_BE,YES,304
3.70464,21,P,1,0,AC_BE,YES,305
3.70497,21,P,2,0,AC_BE,YES,306
3.70536,21,P,3,0,AC_BE,YES,307
3.70574,21,P,4,0,AC_BE,YES,308
3.70615,21,P,5,0,AC_BE,YES,309
3.70654,21,P,6,0,AC_BE,YES,310
3.70689,21,P,7,0,AC_BE,YES,311
3.70733,21,P,8,0,AC_BE,YES,312
3.70766,21,P,9,0,AC_BE,YES,313
3.70798,21,P,10,0,AC_BE,YES,314
3.70837,21,P,11,0,AC_BE,YES,315
3.70882,21,P,12,0,AC_BE,YES,316
3.70913,21,P,13,0,AC_BE,YES,317
3.70947,21,P,14,0,AC_BE,YES,318
3.7099,21,P,15,0,AC_BE,YES,319
3.71023,21,P,16,0,AC_BE,YES,320
3.71057,21,P,17,0,AC_BE,YES,321
3.7109,21,P,18,0,AC_BE,YES,322
3.71125,21,P,19,0,AC_BE,YES,323
3.71165,21,P,20,0,AC_BE,YES,324
3.71198,21,P,21,0,AC_BE,YES,325
3.71229,21,P,22,0,AC_BE,YES,326
3.71269,21,P,23,0,AC_BE,YES,327
3.71312,21,P,24,0,AC_BE,YES,328
3.71345,21,P,25,0,AC_BE,YES,329
3.7138,21,P,26,0,AC_BE,YES,330
3.71422,21,P,27,0,AC_BE,YES,331
3.71467,21,P,28,0,AC_BE,YES,332
3.715,21,P,29,0,AC_BE,YES,333
3.73724,22,B,0,0,AC_BE,YES,334
3.73759,22,B,1,0,AC_BE,YES,335
3.73799,22,B,2,0,AC_BE,YES,336
3.73841,22,B,3,0,AC_BE,YES,337
3.73885,22,B,4,0,AC_BE,YES,338
3.77024,23,B,0,0,AC_BE,YES,339
3.77057,23,B,1,0,AC_BE,YES,340
3.77101,23,B,2,0,AC_BE,YES,341
3.77144,23,B,3,0,AC_BE,YES,342
3.77179,23,B,4,0,AC_BE,YES,343
3.80325,24,P,0,0,AC_BE,YES,344
3.80368,24,P,1,0,AC_BE,YES,345
3.80413,24,P,2,0,AC_BE,YES,346
3.8045,24,P,3,0,AC_BE,YES,347
3.80487,24,P,4,0,AC_BE,YES,348
3.80518,24,P,5,0,AC_BE,YES,349
3.8056,24,P,6,0,AC_BE,YES,350
3.80605,24,P,7,0,AC_BE,YES,351
3.80636,24,P,8,0,AC_BE,YES,352
3.80674,24,P,9,0,AC_BE,YES,353
3.80711,24,P,10,0,AC_BE,YES,354
3.80751,24,P,11,0,AC_BE,YES,355
3.80792,24,P,12,0,AC_BE,YES,356
3.80824,24,P,13,0,AC_BE,YES,357
3.80858,24,P,14,0,AC_BE,YES,358
3.80901,24,P,15,0,AC_BE,YES,359
3.80933,24,P,16,0,AC_BE,YES,360
3.80972,24,P,17,0,AC_BE,YES,361
3.81011,24,P,18,0,AC_BE,YES,362
3.81045,24,P,19,0,AC_BE,YES,363
3.81085,24,P,20,0,AC_BE,YES,364
3.81127,24,P,21,0,AC_BE,YES,365
3.8117,24,P,22,0,AC_BE,YES,366
3.81211,24,P,23,0,AC_BE,YES,367
3.81242,24,P,24,0,AC_BE,YES,368
3.81282,24,P,25,0,AC_BE,YES,369
3.81325,24,P,26,0,AC_BE,YES,370
3.81363,24,P,27,0,AC_BE,YES,371
3.81394,24,P,28,0,AC_BE,YES,372
3.81428,24,P,29,0,AC_BE,YES,373
3.83625,25,B,0,0,AC_BE,YES,374
3.83658,25,B,1,0,AC_BE,YES,375
3.83703,25,B,2,0,AC_BE,YES,376
3.83739,25,B,3,0,AC_BE,YES,377
3.83776,25,B,4,0,AC_BE,YES,378
3.86924,26,B,0,0,AC_BE,YES,379
3.86955,26,B,1,0,AC_BE,YES,380
3.86998,26,B,2,0,AC_BE,YES,381
3.87033,26,B,3,0,AC_BE,YES,382
3.87071,26,B,4,0,AC_BE,YES,383
3.90224,27,P,0,0,AC_BE,YES,384
3.90266,27,P,1,0,AC_BE,YES,385
3.9031,27,P,2,0,AC_BE,YES,386
3.9035,27,P,3,0,AC_BE,YES,387
3.90393,27,P,4,0,AC_BE,YES,388
3.90434,27,P,5,0,AC_BE,YES,389
3.90467,27,P,6,0,AC_BE,YES,390
3.90501,27,P,7,0,AC_BE,YES,391
3.9054,27,P,8,0,AC_BE,YES,392
3.90583,27,P,9,0,AC_BE,YES,393
3.90618,27,P,10,0,AC_BE,YES,394
3.90659,27,P,11,0,AC_BE,YES,395
3.90704,27,P,12,0,AC_BE,YES,396
3.90736,27,P,13,0,AC_BE,YES,397
3.90775,27,P,14,0,AC_BE,YES,398
3.90818,27,P,15,0,AC_BE,YES,399
3.90858,27,P,16,0,AC_BE,YES,400
3.90894,27,P,17,0,AC_BE,YES,401
3.90927,27,P,18,0,AC_BE,YES,402
3.90959,27,P,19,0,AC_BE,YES,403
3.91002,27,P,20,0,AC_BE,YES,404
3.91043,27,P,21,0,AC_BE,YES,405
3.91085,27,P,22,0,AC_BE,YES,406
3.91124,27,P,23,0,AC_BE,YES,407
3.91162,27,P,24,0,AC_BE,YES,408
3.91198,27,P,25,0,AC_BE,YES,409
3.91238,27,P,26,0,AC_BE,YES,410
3.91277,27,P,27,0,AC_BE,YES,411
3.91317,27,P,28,0,AC_BE,YES,412
3.91356,27,P,29,0,AC_BE,YES,413
3.93525,28,B,0,0,AC_BE,YES,414
3.9356,28,B,1,0,AC_BE,YES,415
3.93592,28,B,2,0,AC_BE,YES,416
3.93624,28,B,3,0,AC_BE,YES,417
3.93662,28,B,4,0,AC_BE,YES,418
3.96825,29,B,0,0,AC_BE,YES,419
3.96866,29,B,1,0,AC_BE,YES,420
3.96903,29,B,2,0,AC_BE,YES,421
3.96946,29,B,3,0,AC_BE,YES,422
3.96991,29,B,4,0,AC_BE,YES,423
4.00169,30,P,0,0,AC_BE,YES,424
4.0021,30,P,1,0,AC_BE,YES,425
4.00244,30,P,2,0,AC_BE,YES,426
4.00275,30,P,3,0,AC_BE,YES,427
4.00306,30,P,4,0,AC_BE,YES,428
4.00344,30,P,5,0,AC_BE,YES,429
4.00381,30,P,6,0,AC_BE,YES,430
4.00422,30,P,7,0,AC_BE,YES,431
4.00466,30,P,8,0,AC_BE,YES,432
4.00504,30,P,9,0,AC_BE,YES,433
4.00537,30,P,10,0,AC_BE,YES,434
4.00577,30,P,11,0,AC_BE,YES,435
4.00616,30,P,12,0,AC_BE,YES,436
4.00653,30,P,13,0,AC_BE,YES,437
4.00697,30,P,14,0,AC_BE,YES,438
4.00741,30,P,15,0,AC_BE,YES,439
4.0078,30,P,16,0,AC_BE,YES,440
4.00812,30,P,17,0,AC_BE,YES,441
4.00854,30,P,18,0,AC_BE,YES,442
4.00896,30,P,19,0,AC_BE,YES,443
4.00936,30,P,20,0,AC_BE,YES,444
4.00981,30,P,21,0,AC_BE,YES,445
4.01018,30,P,22,0,AC_BE,YES,446
4.01061,30,P,23,0,AC_BE,YES,447
4.01106,30,P,24,0,AC_BE,YES,448
4.01141,30,P,25,0,AC_BE,YES,449
4.01184,30,P,26,0,AC_BE,YES,450
4.01218,30,P,27,0,AC_BE,YES,451
4.01251,30,P,28,0,AC_BE,YES,452
4.01286,30,P,29,0,AC_BE,YES,453
4.03425,31,B,0,0,AC_BE,YES,454
4.0346,31,B,1,0,AC_BE,YES,455
4.03492,31,B,2,0,AC_BE,YES,456
4.0353,31,B,3,0,AC_BE,YES,457
4.03572,31,B,4,0,AC_BE,YES,458
4.06725,32,B,0,0,AC_BE,YES,459
4.06759,32,B,1,0,AC_BE,YES,460
4.068,32,B,2,0,AC_BE,YES,461
4.0684,32,B,3,0,AC_BE,YES,462
4.06872,32,B,4,0,AC_BE,YES,463
4.10025,33,P,0,0,AC_BE,YES,464
4.10065,33,P,1,0,AC_BE,YES,465
4.10101,33,P,2,0,AC_BE,YES,466
4.10138,33,P,3,0,AC_BE,YES,467
4.10171,33,P,4,0,AC_BE,YES,468
4.10202,33,P,5,0,AC_BE,YES,469
4.10443,33,P,6,0,AC_BE,YES,470
4.10488,33,P,7,0,AC_BE,YES,471
4.1053,33,P,8,0,AC_BE,YES,472
4.10571,33,P,9,0,AC_BE,YES,473
4.1061,33,P,10,0,AC_BE,YES,474
4.10642,33,P,11,0,AC_BE,YES,475
4.10686,33,P,12,0,AC_BE,YES,476
4.10728,33,P,13,0,AC_BE,YES,477
4.10763,33,P,14,0,AC_BE,YES,478
4.10807,33,P,15,0,AC_BE,YES,479
4.10851,33,P,16,0,AC_BE,YES,480
4.10891,33,P,17,0,AC_BE,YES,481
4.10928,33,P,18,0,AC_BE,YES,482
4.10971,33,P,19,0,AC_BE,YES,483
4.11015,33,P,20,0,AC_BE,YES,484
4.11056,33,P,21,0,AC_BE,YES,485
4.11089,33,P,22,0,AC_BE,YES,486
4.11131,33,P,23,0,AC_BE,YES,487
4.11165,33,P,24,0,AC_BE,YES,488
4.112,33,P,25,0,AC_BE,YES,489
4.11233,33,P,26,0,AC_BE,YES,490
4.11264,33,P,27,0,AC_BE,YES,491
4.11304,33,P,28,0,AC_BE,YES,492
4.11335,33,P,29,0,AC_BE,YES,493
4.13325,34,B,0,0,AC_BE,YES,494
4.1336,34,B,1,0,AC_BE,YES,495
4.13395,34,B,2,0,AC_BE,YES,496
4.13428,34,B,3,0,AC_BE,YES,497
4.13459,34,B,4,0,AC_BE,YES,498
4.16625,35,B,0,0,AC_BE,YES,499
4.16667,35,B,1,0,AC_BE,YES,500
4.16701,35,B,2,0,AC_BE,YES,501
4.16735,35,B,3,0,AC_BE,YES,502
4.16773,35,B,4,0,AC_BE,YES,503
4.19925,36,P,0,0,AC_BE,YES,504
4.19962,36,P,1,0,AC_BE,YES,505
4.2,36,P,2,0,AC_BE,YES,506
4.20044,36,P,3,0,AC_BE,YES,507
4.20089,36,P,4,0,AC_BE,YES,508
4.20121,36,P,5,0,AC_BE,YES,509
4.20161,36,P,6,0,AC_BE,YES,510
4.20199,36,P,7,0,AC_BE,YES,511
4.20239,36,P,8,0,AC_BE,YES,512
4.20274,36,P,9,0,AC_BE,YES,513
4.20319,36,P,10,0,AC_BE,YES,514
4.20358,36,P,11,0,AC_BE,YES,515
4.20392,36,P,12,0,AC_BE,YES,516
4.20436,36,P,13,0,AC_BE,YES,517
4.20669,36,P,14,0,AC_BE,YES,518
4.2071,36,P,15,0,AC_BE,YES,519
4.20755,36,P,16,0,AC_BE,YES,520
4.20799,36,P,17,0,AC_BE,YES,521
4.20841,36,P,18,0,AC_BE,YES,522
4.20881,36,P,19,0,AC_BE,YES,523
4.20915,36,P,20,0,AC_BE,YES,524
4.20954,36,P,21,0,AC_BE,YES,525
4.20989,36,P,22,0,AC_BE,YES,526
4.21029,36,P,23,0,AC_BE,YES,527
4.21064,36,P,24,0,AC_BE,YES,528
4.21102,36,P,25,0,AC_BE,YES,529
4.21136,36,P,26,0,AC_BE,YES,530
4.21178,36,P,27,0,AC_BE,YES,531
4.21211,36,P,28,0,AC_BE,YES,532
4.21255,36,P,29,0,AC_BE,YES,533
4.23224,37,B,0,0,AC_BE,YES,534
4.23264,37,B,1,0,AC_BE,YES,535
4.23301,37,B,2,0,AC_BE,YES,536
4.23337,37,B,3,0,AC_BE,YES,537
4.23368,37,B,4,0,AC_BE,YES,538
4.26525,38,B,0,0,AC_BE,YES,539
4.26559,38,B,1,0,AC_BE,YES,540
4.26594,38,B,2,0,AC_BE,YES,541
4.26635,38,B,3,0,AC_BE,YES,542
4.26674,38,B,4,0,AC_BE,YES,543
4.29825,39,P,0,0,AC_BE,YES,544
4.29865,39,P,1,0,AC_BE,YES,545
4.29902,39,P,2,0,AC_BE,YES,546
4.29933,39,P,3,0,AC_BE,YES,547
4.29977,39,P,4,0,AC_BE,YES,548
4.30021,39,P,5,0,AC_BE,YES,549
4.30062,39,P,6,0,AC_BE,YES,550
4.30103,39,P,7,0,AC_BE,YES,551
4.30143,39,P,8,0,AC_BE,YES,552
4.30183,39,P,9,0,AC_BE,YES,553
4.30214,39,P,10,0,AC_BE,YES,554
4.30257,39,P,11,0,AC_BE,YES,555
4.30291,39,P,12,0,AC_BE,YES,556
4.30326,39,P,13,0,AC_BE,YES,557
4.30363,39,P,14,0,AC_BE,YES,558
4.30407,39,P,15,0,AC_BE,YES,559
4.30444,39,P,16,0,AC_BE,YES,560
4.30479,39,P,17,0,AC_BE,YES,561
4.30516,39,P,18,0,AC_BE,YES,562
4.30547,39,P,19,0,AC_BE,YES,563
4.30579,39,P,20,0,AC_BE,YES,564
4.30622,39,P,21,0,AC_BE,YES,565
4.30658,39,P,22,0,AC_BE,YES,566
4.30896,39,P,23,0,AC_BE,YES,567
4.30937,39,P,24,0,AC_BE,YES,568
4.30979,39,P,25,0,AC_BE,YES,569
4.31021,39,P,26,0,AC_BE,YES,570
4.31056,39,P,27,0,AC_BE,YES,571
4.31092,39,P,28,0,AC_BE,YES,572
4.31123,39,P,29,0,AC_BE,YES,573
4.33125,40,B,0,0,AC_BE,YES,574
4.33162,40,B,1,0,AC_BE,YES,575
4.33203,40,B,2,0,AC_BE,YES,576
4.33239,40,B,3,0,AC_BE,YES,577
4.33276,40,B,4,0,AC_BE,YES,578
4.36425,41,B,0,0,AC_BE,YES,579
4.36466,41,B,1,0,AC_BE,YES,580
