Time(sec),FrameID,FrameType,PacketIndex,TID,AccessCategory,IsAMPDU,AMPDURefNum
9.57902,199,B,2,0,AC_BE,YES,2831
9.57937,199,B,3,0,AC_BE,YES,2832
9.57974,199,B,4,0,AC_BE,YES,2833
9.61125,200,B,0,0,AC_BE,YES,2834
9.61159,200,B,1,0,AC_BE,YES,2835
9.61204,200,B,2,0,AC_BE,YES,2836
9.61237,200,B,3,0,AC_BE,YES,2837
9.61273,200,B,4,0,AC_BE,YES,2838
9.64425,201,P,0,0,AC_BE,YES,2839
9.64466,201,P,1,0,AC_BE,YES,2840
9.64504,201,P,2,0,AC_BE,YES,2841
9.64544,201,P,3,0,AC_BE,YES,2842
9.64585,201,P,4,0,AC_BE,YES,2843
9.64628,201,P,5,0,AC_BE,YES,2844
9.64665,201,P,6,0,AC_BE,YES,2845
9.64705,201,P,7,0,AC_BE,YES,2846
9.64744,201,P,8,0,AC_BE,YES,2847
9.64781,201,P,9,0,AC_BE,YES,2848
9.64817,201,P,10,0,AC_BE,YES,2849
9.64856,201,P,11,0,AC_BE,YES,2850
9.64889,201,P,12,0,AC_BE,YES,2851
9.64934,201,P,13,0,AC_BE,YES,2852
9.64967,201,P,14,0,AC_BE,YES,2853
9.65006,201,P,15,0,AC_BE,YES,2854
9.65045,201,P,16,0,AC_BE,YES,2855
9.65079,201,P,17,0,AC_BE,YES,2856
9.65115,201,P,18,0,AC_BE,YES,2857
9.6515,201,P,19,0,AC_BE,YES,2858
9.65186,201,P,20,0,AC_BE,YES,2859
9.65221,201,P,21,0,AC_BE,YES,2860
9.65265,201,P,22,0,AC_BE,YES,2861
9.6531,201,P,23,0,AC_BE,YES,2862
9.65344,201,P,24,0,AC_BE,YES,2863
9.65386,201,P,25,0,AC_BE,YES,2864
9.65426,201,P,26,0,AC_BE,YES,2865
9.65463,201,P,27,0,AC_BE,YES,2866
9.65497,201,P,28,0,AC_BE,YES,2867
9.65536,201,P,29,0,AC_BE,YES,2868
9.67724,202,B,0,0,AC_BE,YES,2869
9.67765,202,B,1,0,AC_BE,YES,2870
9.67809,202,B,2,0,AC_BE,YES,2871
9.67844,202,B,3,0,AC_BE,YES,2872
9.67884,202,B,4,0,AC_BE,YES,2873
9.71025,203,B,0,0,AC_BE,YES,2874
9.71066,203,B,1,0,AC_BE,YES,2875
9.71107,203,B,2,0,AC_BE,YES,2876
9.71141,203,B,3,0,AC_BE,YES,2877
9.71181,203,B,4,0,AC_BE,YES,2878
9.74325,204,P,0,0,AC_BE,YES,2879
9.74363,204,P,1,0,AC_BE,YES,2880
9.74394,204,P,2,0,AC_BE,YES,2881
9.74432,204,P,3,0,AC_BE,YES,2882
9.74477,204,P,4,0,AC_BE,YES,2883
9.74516,204,P,5,0,AC_BE,YES,2884
9.74551,204,P,6,0,AC_BE,YES,2885
9.7459,204,P,7,0,AC_BE,YES,2886
9.74627,204,P,8,0,AC_BE,YES,2887
9.74658,204,P,9,0,AC_BE,YES,2888
9.74689,204,P,10,0,AC_BE,YES,2889
9.74727,204,P,11,0,AC_BE,YES,2890
9.74771,204,P,12,0,AC_BE,YES,2891
9.74811,204,P,13,0,AC_BE,YES,2892
9.74854,204,P,14,0,AC_BE,YES,2893
9.74894,204,P,15,0,AC_BE,YES,2894
9.74933,204,P,16,0,AC_BE,YES,2895
9.74976,204,P,17,0,AC_BE,YES,2896
9.75009,204,P,18,0,AC_BE,YES,2897
9.7504,204,P,19,0,AC_BE,YES,2898
9.75083,204,P,20,0,AC_BE,YES,2899
9.75127,204,P,21,0,AC_BE,YES,2900
9.7516,204,P,22,0,AC_BE,YES,2901
9.75192,204,P,23,0,AC_BE,YES,2902
9.75237,204,P,24,0,AC_BE,YES,2903
9.75274,204,P,25,0,AC_BE,YES,2904
9.75318,204,P,26,0,AC_BE,YES,2905
9.75356,204,P,27,0,AC_BE,YES,2906
9.7539,204,P,28,0,AC_BE,YES,2907
9.75421,204,P,29,0,AC_BE,YES,2908
9.77624,205,B,0,0,AC_BE,YES,2909
9.77662,205,B,1,0,AC_BE,YES,2910
9.77705,205,B,2,0,AC_BE,YES,2911
9.7774,205,B,3,0,AC_BE,YES,2912
9.77777,205,B,4,0,AC_BE,YES,2913
9.80924,206,B,0,0,AC_BE,YES,2914
9.80964,206,B,1,0,AC_BE,YES,2915
9.81001,206,B,2,0,AC_BE,YES,2916
9.81033,206,B,3,0,AC_BE,YES,2917
9.81067,206,B,4,0,AC_BE,YES,2918
9.84225,207,P,0,0,AC_BE,YES,2919
9.84257,207,P,1,0,AC_BE,YES,2920
9.84288,207,P,2,0,AC_BE,YES,2921
9.84322,207,P,3,0,AC_BE,YES,2922
9.84355,207,P,4,0,AC_BE,YES,2923
9.84386,207,P,5,0,AC_BE,YES,2924
9.84423,207,P,6,0,AC_BE,YES,2925
9.84455,207,P,7,0,AC_BE,YES,2926
9.84486,207,P,8,0,AC_BE,YES,2927
9.84525,207,P,9,0,AC_BE,YES,2928
9.8457,207,P,10,0,AC_BE,YES,2929
9.84613,207,P,11,0,AC_BE,YES,2930
9.8465,207,P,12,0,AC_BE,YES,2931
9.8469,207,P,13,0,AC_BE,YES,2932
9.84731,207,P,14,0,AC_BE,YES,2933
9.84763,207,P,15,0,AC_BE,YES,2934
9.84797,207,P,16,0,AC_BE,YES,2935
9.84831,207,P,17,0,AC_BE,YES,2936
9.84871,207,P,18,0,AC_BE,YES,2937
9.84904,207,P,19,0,AC_BE,YES,2938
9.84935,207,P,20,0,AC_BE,YES,2939
9.84969,207,P,21,0,AC_BE,YES,2940
9.85011,207,P,22,0,AC_BE,YES,2941
9.85055,207,P,23,0,AC_BE,YES,2942
9.85096,207,P,24,0,AC_BE,YES,2943
9.8514,207,P,25,0,AC_BE,YES,2944
9.85176,207,P,26,0,AC_BE,YES,2945
9.85218,207,P,27,0,AC_BE,YES,2946
9.85259,207,P,28,0,AC_BE,YES,2947
9.85298,207,P,29,0,AC_BE,YES,2948
9.87525,208,B,0,0,AC_BE,YES,2949
9.87563,208,B,1,0,AC_BE,YES,2950
9.87606,208,B,2,0,AC_BE,YES,2951
9.87639,208,B,3,0,AC_BE,YES,2952
9.87679,208,B,4,0,AC_BE,YES,2953
9.90825,209,B,0,0,AC_BE,YES,2954
9.90866,209,B,1,0,AC_BE,YES,2955
9.90903,209,B,2,0,AC_BE,YES,2956
9.90945,209,B,3,0,AC_BE,YES,2957
9.9098,209,B,4,0,AC_BE,YES,2958
9.94124,210,P,0,0,AC_BE,YES,2959
9.94161,210,P,1,0,AC_BE,YES,2960
9.94204,210,P,2,0,AC_BE,YES,2961
9.94247,210,P,3,0,AC_BE,YES,2962
9.94279,210,P,4,0,AC_BE,YES,2963
9.9431,210,P,5,0,AC_BE,YES,2964
9.94344,210,P,6,0,AC_BE,YES,2965
9.94381,210,P,7,0,AC_BE,YES,2966
9.94413,210,P,8,0,AC_BE,YES,2967
9.94448,210,P,9,0,AC_BE,YES,2968
9.94484,210,P,10,0,AC_BE,YES,2969
9.9452,210,P,11,0,AC_BE,YES,2970
9.94553,210,P,12,0,AC_BE,YES,2971
9.94593,210,P,13,0,AC_BE,YES,2972
9.94627,210,P,14,0,AC_BE,YES,2973
9.94668,210,P,15,0,AC_BE,YES,2974
9.94704,210,P,16,0,AC_BE,YES,2975
9.94741,210,P,17,0,AC_BE,YES,2976
9.94783,210,P,18,0,AC_BE,YES,2977
9.94823,210,P,19,0,AC_BE,YES,2978
9.94867,210,P,20,0,AC_BE,YES,2979
9.949,210,P,21,0,AC_BE,YES,2980
9.94941,210,P,22,0,AC_BE,YES,2981
9.94977,210,P,23,0,AC_BE,YES,2982
9.95019,210,P,24,0,AC_BE,YES,2983
9.95055,210,P,25,0,AC_BE,YES,2984
9.95089,210,P,26,0,AC_BE,YES,2985
9.95133,210,P,27,0,AC_BE,YES,2986
9.95165,210,P,28,0,AC_BE,YES,2987
9.95201,210,P,29,0,AC_BE,YES,2988
9.97425,211,B,0,0,AC_BE,YES,2989
9.97468,211,B,1,0,AC_BE,YES,2990
9.97508,211,B,2,0,AC_BE,YES,2991
9.97551,211,B,3,0,AC_BE,YES,2992
9.97586,211,B,4,0,AC_BE,YES,2993
