FrameID,Type,PacketRatio(%),FwdRef,BwdRef,RefStatus,EffectiveRatio(%),Latency(ms),WithinDeadline,FirstArrival(sec),LastArrival(sec)
162,P,100.0,159,-1,OK,100.0,6.14,YES,8.3572,8.3621
163,B,100.0,162,165,OK,100.0,2.03,YES,8.3902,8.3910
164,B,100.0,162,165,OK,100.0,2.15,YES,8.4232,8.4242
165,P,100.0,162,-1,OK,100.0,6.10,YES,8.4562,8.4611
166,B,100.0,165,168,OK,100.0,2.17,YES,8.4892,8.4902
167,B,100.0,165,168,OK,100.0,2.04,YES,8.5223,8.5230
168,P,100.0,165,-1,OK,100.0,6.14,YES,8.5552,8.5601
169,B,100.0,168,171,OK,100.0,2.16,YES,8.5882,8.5892
170,B,100.0,168,171,OK,100.0,2.06,YES,8.6212,8.6221
171,P,100.0,168,-1,OK,100.0,6.17,YES,8.6542,8.6592
172,B,100.0,171,174,OK,100.0,2.07,YES,8.6872,8.6881
173,B,100.0,171,174,OK,100.0,2.17,YES,8.7202,8.7212
174,P,100.0,171,-1,OK,100.0,6.10,YES,8.7532,8.7581
175,B,100.0,174,177,OK,100.0,2.14,YES,8.7862,8.7871
176,B,100.0,174,177,OK,100.0,2.04,YES,8.8192,8.8200
177,P,100.0,174,-1,OK,100.0,6.12,YES,8.8523,8.8571
178,B,100.0,177,180,OK,100.0,2.14,YES,8.8852,8.8861
179,P,100.0,177,-1,OK,100.0,6.08,YES,8.9182,8.9231
180,I,100.0,-1,-1,N/A,100.0,10.05,YES,8.9513,8.9600
181,B,100.0,180,183,OK,100.0,2.05,YES,8.9842,8.9850
182,B,100.0,180,183,OK,100.0,4.07,YES,9.0172,9.0201
183,P,100.0,180,-1,OK,100.0,6.13,YES,9.0502,9.0551
184,B,100.0,183,186,OK,100.0,2.15,YES,9.0832,9.0842
185,B,100.0,183,186,OK,100.0,2.04,YES,9.1162,9.1170
186,P,100.0,183,-1,OK,100.0,6.17,YES,9.1493,9.1542
187,B,100.0,186,189,OK,100.0,2.04,YES,9.1822,9.1830
188,B,100.0,186,189,OK,100.0,2.06,YES,9.2152,9.2161
189,P,100.0,186,-1,OK,100.0,6.19,YES,9.2482,9.2532
190,B,100.0,189,192,OK,100.0,2.10,YES,9.2812,9.2821
191,B,100.0,189,192,OK,100.0,2.04,YES,9.3142,9.3150
