FrameID,Type,PacketRatio(%),FwdRef,BwdRef,RefStatus,EffectiveRatio(%),Latency(ms),WithinDeadline,FirstArrival(sec),LastArrival(sec)
140,B,100.0,138,141,OK,100.0,2.77,YES,7.6312,7.6328
141,P,100.0,138,-1,OK,100.0,12.43,YES,7.6643,7.6754
142,B,100.0,141,144,OK,100.0,2.67,YES,7.6972,7.6987
143,B,100.0,141,144,OK,100.0,2.77,YES,7.7302,7.7318
144,P,100.0,141,-1,OK,100.0,12.49,YES,7.7632,7.7745
145,B,100.0,144,147,OK,100.0,2.72,YES,7.7962,7.7977
146,B,100.0,144,147,OK,100.0,2.71,YES,7.8292,7.8307
147,P,100.0,144,-1,OK,100.0,12.27,YES,7.8622,7.8733
148,B,100.0,147,150,OK,100.0,2.85,YES,7.8953,7.8968
149,B,100.0,147,150,OK,100.0,2.68,YES,7.9282,7.9297
150,P,100.0,147,-1,OK,100.0,12.17,YES,7.9612,7.9722
151,B,100.0,150,153,OK,100.0,3.82,YES,7.9954,7.9968
152,B,100.0,150,153,OK,100.0,2.77,YES,8.0272,8.0288
153,P,100.0,150,-1,OK,100.0,12.16,YES,8.0602,8.0712
154,B,100.0,153,156,OK,100.0,2.71,YES,8.0932,8.0947
155,B,100.0,153,156,OK,100.0,2.90,YES,8.1262,8.1279
156,P,100.0,153,-1,OK,100.0,11.75,YES,8.1593,8.1697
157,B,100.0,156,159,OK,100.0,2.75,YES,8.1922,8.1938
158,B,100.0,156,159,OK,100.0,2.71,YES,8.2252,8.2267
159,P,100.0,156,-1,OK,100.0,12.40,YES,8.2582,8.2694
160,B,100.0,159,162,OK,100.0,2.75,YES,8.2912,8.2927
161,B,100.0,159,162,OK,100.0,2.62,YES,8.3242,8.3256
162,P,100.0,159,-1,OK,100.0,12.32,YES,8.3572,8.3683
163,B,100.0,162,165,OK,100.0,2.74,YES,8.3903,8.3917
164,B,100.0,162,165,OK,100.0,2.82,YES,8.4232,8.4248
165,P,100.0,162,-1,OK,100.0,11.94,YES,8.4562,8.4669
166,B,100.0,165,168,OK,100.0,2.85,YES,8.4892,8.4909
167,B,100.0,165,168,OK,100.0,2.65,YES,8.5223,8.5236
168,P,100.0,165,-1,OK,100.0,11.98,YES,8.5552,8.5660
169,B,100.0,168,171,OK,100.0,2.82,YES,8.5882,8.5898
170,B,100.0,168,171,OK,100.0,2.74,YES,8.6212,8.6227
171,P,100.0,168,-1,OK,100.0,12.78,YES,8.6542,8.6658
172,B,100.0,171,174,OK,100.0,2.75,YES,8.6872,8.6888
173,B,100.0,171,174,OK,100.0,2.78,YES,8.7202,8.7218
174,P,100.0,171,-1,OK,100.0,12.57,YES,8.7532,8.7646
175,B,100.0,174,177,OK,100.0,2.76,YES,8.7862,8.7878
176,B,100.0,174,177,OK,100.0,2.66,YES,8.8192,8.8207
177,P,100.0,174,-1,OK,100.0,11.73,YES,8.8522,8.8627
178,B,100.0,177,180,OK,100.0,2.60,YES,8.8852,8.8866
179,P,100.0,177,-1,OK,100.0,11.94,YES,8.9183,8.9289
180,I,100.0,-1,-1,N/A,100.0,19.97,YES,8.9512,8.9700
181,B,100.0,180,183,OK,100.0,2.65,YES,8.9842,8.9857
182,B,100.0,180,183,OK,100.0,4.89,YES,9.0172,9.0209
