Uid,FrameId,FrameType,PacketIndex,TotalPackets,TxApp,TxMac,TxPhy,RxPhy,RxApp,LatencyApp,LatencyPhy,Tid,Ac,IsAmpdu,AmpduRef
3259,126,1,0,30,7.168,0,7.64368,7.64378,7.64378,475,96,0,0,0,210
3256,0,0,0,0,0,0,7.14222,7.14229,0,0,72,0,0,0,0
3253,0,0,0,0,0,0,7.14217,7.1422,0,0,32,0,0,0,0
3250,0,0,0,0,0,0,7.1391,7.13913,0,0,28,0,0,0,0
3247,0,0,0,0,0,0,7.13637,7.1364,0,0,28,0,0,0,0
3246,125,2,4,5,7.13504,0,0,0,0,-7135,0,0,0,0,0
3244,125,2,2,5,7.13502,0,0,0,0,-7135,0,0,0,0,0
3243,125,2,1,5,7.13501,0,0,0,0,-7135,0,0,0,0,0
3235,124,2,4,5,7.10204,0,0,0,0,-7102,0,0,0,0,0
3234,124,2,3,5,7.10203,0,0,0,0,-7102,0,0,0,0,0
3232,124,2,1,5,7.10201,0,7.60066,0,0,-7102,-7600657,0,0,0,0
3231,124,2,0,5,7.102,0,7.57189,7.57199,7.57199,469,96,0,0,0,209
3228,0,0,0,0,0,0,7.07577,7.0758,0,0,28,0,0,0,0
3225,0,0,0,0,0,0,7.07551,7.07558,0,0,72,0,0,0,0
3222,0,0,0,0,0,0,7.07546,7.07549,0,0,32,0,0,0,0
3219,0,0,0,0,0,0,7.07453,7.07455,0,0,28,0,0,0,0
3210,0,0,0,0,0,0,7.07146,7.07179,0,0,332,0,0,0,0
3208,123,1,28,30,7.06928,0,0,0,0,-7069,0,0,0,0,0
3207,123,1,27,30,7.06927,0,0,0,0,-7069,0,0,0,0,0
3205,123,1,25,30,7.06925,0,0,0,0,-7069,0,0,0,0,0
3204,123,1,24,30,7.06924,0,0,0,0,-7069,0,0,0,0,0
3202,123,1,22,30,7.06922,0,0,0,0,-7069,0,0,0,0,0
3201,123,1,21,30,7.06921,0,0,0,0,-7069,0,0,0,0,0
3200,123,1,20,30,7.0692,0,0,0,0,-7069,0,0,0,0,0
3199,123,1,19,30,7.06919,0,0,0,0,-7069,0,0,0,0,0
3198,123,1,18,30,7.06918,0,0,0,0,-7069,0,0,0,0,0
3197,123,1,17,30,7.06917,0,0,0,0,-7069,0,0,0,0,0
3196,123,1,16,30,7.06916,0,0,0,0,-7069,0,0,0,0,0
3195,123,1,15,30,7.06915,0,0,0,0,-7069,0,0,0,0,0
3194,123,1,14,30,7.06914,0,0,0,0,-7069,0,0,0,0,0
3193,123,1,13,30,7.06913,0,0,0,0,-7069,0,0,0,0,0
3192,123,1,12,30,7.06912,0,0,0,0,-7069,0,0,0,0,0
3191,123,1,11,30,7.06911,0,0,0,0,-7069,0,0,0,0,0
3190,123,1,10,30,7.0691,0,0,0,0,-7069,0,0,0,0,0
3189,123,1,9,30,7.06909,0,0,0,0,-7069,0,0,0,0,0
3188,123,1,8,30,7.06908,0,0,0,0,-7069,0,0,0,0,0
3187,123,1,7,30,7.06907,0,0,0,0,-7069,0,0,0,0,0
3186,123,1,6,30,7.06906,0,0,0,0,-7069,0,0,0,0,0
3185,123,1,5,30,7.06905,0,0,0,0,-7069,0,0,0,0,0
3184,123,1,4,30,7.06904,0,0,0,0,-7069,0,0,0,0,0
3183,123,1,3,30,7.06903,0,7.56846,0,0,-7069,-7568456,0,0,0,0
3182,123,1,2,30,7.06902,0,7.55758,7.55768,7.55768,488,96,0,0,0,208
3181,123,1,1,30,7.06901,0,7.55694,7.55703,7.55703,488,96,0,0,0,207
3180,123,1,0,30,7.069,0,7.54647,7.54657,7.54657,477,96,0,0,0,206
3177,0,0,0,0,0,0,7.06598,7.06601,0,0,28,0,0,0,0
3174,0,0,0,0,0,0,7.04589,7.04597,0,0,72,0,0,0,0
3171,0,0,0,0,0,0,7.04585,7.04588,0,0,32,0,0,0,0
3168,0,0,0,0,0,0,7.0381,7.03813,0,0,28,0,0,0,0
3165,0,0,0,0,0,0,7.0379,7.03793,0,0,28,0,0,0,0
3164,122,2,4,5,7.03604,0,0,0,0,-7036,0,0,0,0,0
3163,122,2,3,5,7.03603,0,0,0,0,-7036,0,0,0,0,0
3162,122,2,2,5,7.03602,0,0,0,0,-7036,0,0,0,0,0
3161,122,2,1,5,7.03601,0,7.53297,0,0,-7036,-7532971,0,0,0,0
3160,122,2,0,5,7.036,0,7.50646,7.50655,7.50655,470,96,0,0,0,205
3157,0,0,0,0,0,0,7.03431,7.03434,0,0,28,0,0,0,0
3154,0,0,0,0,0,0,7.01801,7.01808,0,0,72,0,0,0,0
3151,0,0,0,0,0,0,7.01796,7.018,0,0,32,0,0,0,0
3150,121,2,4,5,7.00304,0,0,0,0,-7003,0,0,0,0,0
3149,121,2,3,5,7.00303,0,0,0,0,-7003,0,0,0,0,0
3148,121,2,2,5,7.00302,0,0,0,0,-7003,0,0,0,0,0
3147,121,2,1,5,7.00301,0,7.50391,0,0,-7003,-7503910,0,0,0,0
3146,121,2,0,5,7.003,0,7.48618,7.48627,7.48627,483,96,0,0,0,204
3143,0,0,0,0,0,0,6.98448,6.98451,0,0,28,0,0,0,0
3140,0,0,0,0,0,0,6.9778,6.97787,0,0,72,0,0,0,0
3137,0,0,0,0,0,0,6.97775,6.97779,0,0,32,0,0,0,0
3135,120,0,49,50,6.97049,0,0,0,0,-6970,0,0,0,0,0
3134,120,0,48,50,6.97048,0,0,0,0,-6970,0,0,0,0,0
3133,120,0,47,50,6.97047,0,0,0,0,-6970,0,0,0,0,0
3132,120,0,46,50,6.97046,0,0,0,0,-6970,0,0,0,0,0
3131,120,0,45,50,6.97045,0,0,0,0,-6970,0,0,0,0,0
3130,120,0,44,50,6.97044,0,0,0,0,-6970,0,0,0,0,0
3129,120,0,43,50,6.97043,0,0,0,0,-6970,0,0,0,0,0
3128,120,0,42,50,6.97042,0,0,0,0,-6970,0,0,0,0,0
3127,120,0,41,50,6.97041,0,0,0,0,-6970,0,0,0,0,0
3126,120,0,40,50,6.9704,0,0,0,0,-6970,0,0,0,0,0
3125,120,0,39,50,6.97039,0,0,0,0,-6970,0,0,0,0,0
3124,120,0,38,50,6.97038,0,0,0,0,-6970,0,0,0,0,0
3123,120,0,37,50,6.97037,0,0,0,0,-6970,0,0,0,0,0
3122,120,0,36,50,6.97036,0,0,0,0,-6970,0,0,0,0,0
3121,120,0,35,50,6.97035,0,0,0,0,-6970,0,0,0,0,0
3120,120,0,34,50,6.97034,0,0,0,0,-6970,0,0,0,0,0
3119,120,0,33,50,6.97033,0,0,0,0,-6970,0,0,0,0,0
3118,120,0,32,50,6.97032,0,0,0,0,-6970,0,0,0,0,0
3117,120,0,31,50,6.97031,0,0,0,0,-6970,0,0,0,0,0
3116,120,0,30,50,6.9703,0,0,0,0,-6970,0,0,0,0,0
3115,120,0,29,50,6.97029,0,0,0,0,-6970,0,0,0,0,0
3114,120,0,28,50,6.97028,0,0,0,0,-6970,0,0,0,0,0
3113,120,0,27,50,6.97027,0,0,0,0,-6970,0,0,0,0,0
3112,120,0,26,50,6.97026,0,0,0,0,-6970,0,0,0,0,0
3111,120,0,25,50,6.97025,0,0,0,0,-6970,0,0,0,0,0
3110,120,0,24,50,6.97024,0,0,0,0,-6970,0,0,0,0,0
3109,120,0,23,50,6.97023,0,0,0,0,-6970,0,0,0,0,0
3108,120,0,22,50,6.97022,0,0,0,0,-6970,0,0,0,0,0
3107,120,0,21,50,6.97021,0,0,0,0,-6970,0,0,0,0,0
3106,120,0,20,50,6.9702,0,0,0,0,-6970,0,0,0,0,0
3105,120,0,19,50,6.97019,0,0,0,0,-6970,0,0,0,0,0
3104,120,0,18,50,6.97018,0,0,0,0,-6970,0,0,0,0,0
3103,120,0,17,50,6.97017,0,0,0,0,-6970,0,0,0,0,0
3102,120,0,16,50,6.97016,0,0,0,0,-6970,0,0,0,0,0
3101,120,0,15,50,6.97015,0,0,0,0,-6970,0,0,0,0,0
3100,120,0,14,50,6.97014,0,0,0,0,-6970,0,0,0,0,0
3099,120,0,13,50,6.97013,0,0,0,0,-6970,0,0,0,0,0
3098,120,0,12,50,6.97012,0,0,0,0,-6970,0,0,0,0,0
3097,120,0,11,50,6.97011,0,0,0,0,-6970,0,0,0,0,0
3096,120,0,10,50,6.9701,0,0,0,0,-6970,0,0,0,0,0
3095,120,0,9,50,6.97009,0,0,0,0,-6970,0,0,0,0,0
3094,120,0,8,50,6.97008,0,0,0,0,-6970,0,0,0,0,0
3093,120,0,7,50,6.97007,0,0,0,0,-6970,0,0,0,0,0
3092,120,0,6,50,6.97006,0,0,0,0,-6970,0,0,0,0,0
3091,120,0,5,50,6.97005,0,0,0,0,-6970,0,0,0,0,0
3090,120,0,4,50,6.97004,0,0,0,0,-6970,0,0,0,0,0
3089,120,0,3,50,6.97003,0,7.46854,0,0,-6970,-7468535,0,0,0,0
3088,120,0,2,50,6.97002,0,7.46665,7.46675,7.46675,496,96,0,0,0,203
3087,120,0,1,50,6.97001,0,7.45414,7.45424,7.45424,484,96,0,0,0,202
3086,120,0,0,50,6.97,0,7.45384,7.45394,7.45394,483,96,0,0,0,201
3083,0,0,0,0,0,0,6.96906,6.96939,0,0,332,0,0,0,0
3080,0,0,0,0,0,0,6.94874,6.94881,0,0,72,0,0,0,0
3077,0,0,0,0,0,0,6.94869,6.94873,0,0,32,0,0,0,0
3076,119,1,29,30,6.93729,0,0,0,0,-6937,0,0,0,0,0
3075,119,1,28,30,6.93728,0,0,0,0,-6937,0,0,0,0,0
3074,119,1,27,30,6.93727,0,0,0,0,-6937,0,0,0,0,0
3073,119,1,26,30,6.93726,0,0,0,0,-6937,0,0,0,0,0
3072,119,1,25,30,6.93725,0,0,0,0,-6937,0,0,0,0,0
3071,119,1,24,30,6.93724,0,0,0,0,-6937,0,0,0,0,0
3070,119,1,23,30,6.93723,0,0,0,0,-6937,0,0,0,0,0
3069,119,1,22,30,6.93722,0,0,0,0,-6937,0,0,0,0,0
3068,119,1,21,30,6.93721,0,0,0,0,-6937,0,0,0,0,0
3067,119,1,20,30,6.9372,0,0,0,0,-6937,0,0,0,0,0
3066,119,1,19,30,6.93719,0,0,0,0,-6937,0,0,0,0,0
3065,119,1,18,30,6.93718,0,0,0,0,-6937,0,0,0,0,0
3064,119,1,17,30,6.93717,0,0,0,0,-6937,0,0,0,0,0
3063,119,1,16,30,6.93716,0,0,0,0,-6937,0,0,0,0,0
3062,119,1,15,30,6.93715,0,0,0,0,-6937,0,0,0,0,0
3061,119,1,14,30,6.93714,0,0,0,0,-6937,0,0,0,0,0
3060,119,1,13,30,6.93713,0,0,0,0,-6937,0,0,0,0,0
3059,119,1,12,30,6.93712,0,0,0,0,-6937,0,0,0,0,0
3058,119,1,11,30,6.93711,0,0,0,0,-6937,0,0,0,0,0
3057,119,1,10,30,6.9371,0,0,0,0,-6937,0,0,0,0,0
3056,119,1,9,30,6.93709,0,0,0,0,-6937,0,0,0,0,0
3055,119,1,8,30,6.93708,0,0,0,0,-6937,0,0,0,0,0
3054,119,1,7,30,6.93707,0,0,0,0,-6937,0,0,0,0,0
3053,119,1,6,30,6.93706,0,0,0,0,-6937,0,0,0,0,0
3052,119,1,5,30,6.93705,0,0,0,0,-6937,0,0,0,0,0
3051,119,1,4,30,6.93704,0,0,0,0,-6937,0,0,0,0,0
3050,119,1,3,30,6.93703,0,0,0,0,-6937,0,0,0,0,0
3049,119,1,2,30,6.93702,0,0,0,0,-6937,0,0,0,0,0
3048,119,1,1,30,6.93701,0,7.43494,0,0,-6937,-7434944,0,0,0,0
3047,119,1,0,30,6.937,0,7.42501,7.4251,7.4251,488,96,0,0,0,200
3044,0,0,0,0,0,0,6.91265,6.91272,0,0,72,0,0,0,0
3041,0,0,0,0,0,0,6.9126,6.91263,0,0,32,0,0,0,0
3038,0,0,0,0,0,0,6.91249,6.91251,0,0,28,0,0,0,0
3036,118,2,4,5,6.90404,0,0,0,0,-6904,0,0,0,0,0
3035,118,2,3,5,6.90403,0,0,0,0,-6904,0,0,0,0,0
3034,118,2,2,5,6.90402,0,0,0,0,-6904,0,0,0,0,0
3033,118,2,1,5,6.90401,0,7.4048,0,0,-6904,-7404802,0,0,0,0
3032,118,2,0,5,6.904,0,7.39306,7.39316,7.39316,489,96,0,0,0,199
3029,0,0,0,0,0,0,6.88138,6.88146,0,0,72,0,0,0,0
3026,0,0,0,0,0,0,6.88134,6.88137,0,0,32,0,0,0,0
3023,0,0,0,0,0,0,6.88118,6.88121,0,0,28,0,0,0,0
3021,117,1,29,30,6.87129,0,0,0,0,-6871,0,0,0,0,0
3020,117,1,28,30,6.87128,0,0,0,0,-6871,0,0,0,0,0
3019,117,1,27,30,6.87127,0,0,0,0,-6871,0,0,0,0,0
3018,117,1,26,30,6.87126,0,0,0,0,-6871,0,0,0,0,0
3017,117,1,25,30,6.87125,0,0,0,0,-6871,0,0,0,0,0
3016,117,1,24,30,6.87124,0,0,0,0,-6871,0,0,0,0,0
3015,117,1,23,30,6.87123,0,0,0,0,-6871,0,0,0,0,0
3014,117,1,22,30,6.87122,0,0,0,0,-6871,0,0,0,0,0
3013,117,1,21,30,6.87121,0,0,0,0,-6871,0,0,0,0,0
3012,117,1,20,30,6.8712,0,0,0,0,-6871,0,0,0,0,0
3011,117,1,19,30,6.87119,0,0,0,0,-6871,0,0,0,0,0
3010,117,1,18,30,6.87118,0,0,0,0,-6871,0,0,0,0,0
3009,117,1,17,30,6.87117,0,0,0,0,-6871,0,0,0,0,0
3008,117,1,16,30,6.87116,0,0,0,0,-6871,0,0,0,0,0
3007,117,1,15,30,6.87115,0,0,0,0,-6871,0,0,0,0,0
3006,117,1,14,30,6.87114,0,0,0,0,-6871,0,0,0,0,0
3005,117,1,13,30,6.87113,0,0,0,0,-6871,0,0,0,0,0
3004,117,1,12,30,6.87112,0,0,0,0,-6871,0,0,0,0,0
3003,117,1,11,30,6.87111,0,0,0,0,-6871,0,0,0,0,0
3002,117,1,10,30,6.8711,0,0,0,0,-6871,0,0,0,0,0
3001,117,1,9,30,6.87109,0,0,0,0,-6871,0,0,0,0,0
3000,117,1,8,30,6.87108,0,0,0,0,-6871,0,0,0,0,0
2999,117,1,7,30,6.87107,0,0,0,0,-6871,0,0,0,0,0
2998,117,1,6,30,6.87106,0,0,0,0,-6871,0,0,0,0,0
2997,117,1,5,30,6.87105,0,0,0,0,-6871,0,0,0,0,0
2996,117,1,4,30,6.87104,0,0,0,0,-6871,0,0,0,0,0
2995,117,1,3,30,6.87103,0,0,0,0,-6871,0,0,0,0,0
2994,117,1,2,30,6.87102,0,7.3674,0,0,-6871,-7367403,0,0,0,0
2993,117,1,1,30,6.87101,0,7.34351,7.3436,7.3436,472,96,0,0,0,198
2992,117,1,0,30,6.871,0,7.34248,7.34258,7.34258,471,96,0,0,0,197
2989,0,0,0,0,0,0,6.86666,6.86699,0,0,332,0,0,0,0
2988,116,2,4,5,6.83804,0,0,0,0,-6838,0,0,0,0,0
2987,116,2,3,5,6.83803,0,0,0,0,-6838,0,0,0,0,0
2986,116,2,2,5,6.83802,0,7.33166,0,0,-6838,-7331663,0,0,0,0
2985,116,2,1,5,6.83801,0,7.29839,7.29849,7.29849,460,96,0,0,0,196
2984,116,2,0,5,6.838,0,7.29629,7.29638,7.29638,458,96,0,0,0,195
2981,0,0,0,0,0,0,6.8307,6.83073,0,0,28,0,0,0,0
2978,0,0,0,0,0,0,6.83048,6.83051,0,0,28,0,0,0,0
2975,0,0,0,0,0,0,6.83003,6.83006,0,0,28,0,0,0,0
2972,0,0,0,0,0,0,6.82955,6.82958,0,0,28,0,0,0,0
2969,0,0,0,0,0,0,6.82904,6.82906,0,0,28,0,0,0,0
2966,0,0,0,0,0,0,6.82877,6.8288,0,0,28,0,0,0,0
2963,0,0,0,0,0,0,6.82855,6.82858,0,0,28,0,0,0,0
2960,0,0,0,0,0,0,6.82191,6.82194,0,0,28,0,0,0,0
2957,0,0,0,0,0,0,6.81275,6.81282,0,0,72,0,0,0,0
2954,0,0,0,0,0,0,6.8127,6.81273,0,0,32,0,0,0,0
2951,0,0,0,0,0,0,6.807,6.80703,0,0,28,0,0,0,0
2950,115,2,4,5,6.80504,0,7.29573,7.29583,7.29583,490,96,0,0,0,194
2949,115,2,3,5,6.80503,0,7.29482,7.29491,7.29491,489,96,0,0,0,193
2948,115,2,2,5,6.80502,0,7.29242,7.29251,7.29251,487,96,0,0,0,192
2947,115,2,1,5,6.80501,0,7.28,7.28009,7.28009,475,96,0,0,0,191
2946,115,2,0,5,6.805,0,7.27905,7.27915,7.27915,474,96,0,0,0,190
2943,0,0,0,0,0,0,6.77974,6.77981,0,0,72,0,0,0,0
2940,0,0,0,0,0,0,6.77969,6.77972,0,0,32,0,0,0,0
2939,114,1,29,30,6.77229,0,0,0,0,-6772,0,0,0,0,0
2938,114,1,28,30,6.77228,0,0,0,0,-6772,0,0,0,0,0
2937,114,1,27,30,6.77227,0,0,0,0,-6772,0,0,0,0,0
2936,114,1,26,30,6.77226,0,0,0,0,-6772,0,0,0,0,0
2935,114,1,25,30,6.77225,0,0,0,0,-6772,0,0,0,0,0
2934,114,1,24,30,6.77224,0,0,0,0,-6772,0,0,0,0,0
2933,114,1,23,30,6.77223,0,0,0,0,-6772,0,0,0,0,0
2932,114,1,22,30,6.77222,0,0,0,0,-6772,0,0,0,0,0
2931,114,1,21,30,6.77221,0,0,0,0,-6772,0,0,0,0,0
2930,114,1,20,30,6.7722,0,0,0,0,-6772,0,0,0,0,0
2929,114,1,19,30,6.77219,0,0,0,0,-6772,0,0,0,0,0
2928,114,1,18,30,6.77218,0,0,0,0,-6772,0,0,0,0,0
2927,114,1,17,30,6.77217,0,0,0,0,-6772,0,0,0,0,0
2926,114,1,16,30,6.77216,0,0,0,0,-6772,0,0,0,0,0
2925,114,1,15,30,6.77215,0,0,0,0,-6772,0,0,0,0,0
2924,114,1,14,30,6.77214,0,0,0,0,-6772,0,0,0,0,0
2923,114,1,13,30,6.77213,0,0,0,0,-6772,0,0,0,0,0
2922,114,1,12,30,6.77212,0,0,0,0,-6772,0,0,0,0,0
2921,114,1,11,30,6.77211,0,0,0,0,-6772,0,0,0,0,0
2920,114,1,10,30,6.7721,0,0,0,0,-6772,0,0,0,0,0
2919,114,1,9,30,6.77209,0,0,0,0,-6772,0,0,0,0,0
2918,114,1,8,30,6.77208,0,0,0,0,-6772,0,0,0,0,0
2917,114,1,7,30,6.77207,0,0,0,0,-6772,0,0,0,0,0
2916,114,1,6,30,6.77206,0,0,0,0,-6772,0,0,0,0,0
2915,114,1,5,30,6.77205,0,0,0,0,-6772,0,0,0,0,0
2914,114,1,4,30,6.77204,0,0,0,0,-6772,0,0,0,0,0
2913,114,1,3,30,6.77203,0,0,0,0,-6772,0,0,0,0,0
2912,114,1,2,30,6.77202,0,0,0,0,-6772,0,0,0,0,0
2911,114,1,1,30,6.77201,0,7.27252,0,0,-6772,-7272521,0,0,0,0
2910,114,1,0,30,6.772,0,7.27002,7.27012,7.27012,498,96,0,0,0,189
2907,0,0,0,0,0,0,6.76426,6.76459,0,0,332,0,0,0,0
2904,0,0,0,0,0,0,6.75916,6.75919,0,0,28,0,0,0,0
2901,0,0,0,0,0,0,6.75455,6.75462,0,0,72,0,0,0,0
2898,0,0,0,0,0,0,6.7545,6.75453,0,0,32,0,0,0,0
2897,113,2,4,5,6.73904,0,0,0,0,-6739,0,0,0,0,0
2896,113,2,3,5,6.73903,0,0,0,0,-6739,0,0,0,0,0
2895,113,2,2,5,6.73902,0,0,0,0,-6739,0,0,0,0,0
2894,113,2,1,5,6.73901,0,7.23509,0,0,-6739,-7235092,0,0,0,0
2893,113,2,0,5,6.739,0,7.22869,7.22878,7.22878,489,96,0,0,0,188
2890,0,0,0,0,0,0,6.71357,6.7136,0,0,28,0,0,0,0
2887,0,0,0,0,0,0,6.71275,6.71282,0,0,72,0,0,0,0
2884,0,0,0,0,0,0,6.7127,6.71273,0,0,32,0,0,0,0
2883,112,2,4,5,6.70604,0,0,0,0,-6706,0,0,0,0,0
2882,112,2,3,5,6.70603,0,0,0,0,-6706,0,0,0,0,0
2881,112,2,2,5,6.70602,0,0,0,0,-6706,0,0,0,0,0
2880,112,2,1,5,6.70601,0,0,0,0,-6706,0,0,0,0,0
2879,112,2,0,5,6.706,0,7.20482,0,0,-6706,-7204824,0,0,0,0
2876,0,0,0,0,0,0,6.69015,6.69018,0,0,28,0,0,0,0
2873,0,0,0,0,0,0,6.68377,6.6838,0,0,28,0,0,0,0
2870,0,0,0,0,0,0,6.68303,6.68306,0,0,28,0,0,0,0
2867,0,0,0,0,0,0,6.68094,6.68102,0,0,72,0,0,0,0
2864,0,0,0,0,0,0,6.6809,6.68093,0,0,32,0,0,0,0
2861,0,0,0,0,0,0,6.68072,6.68074,0,0,28,0,0,0,0
2859,111,1,29,30,6.67329,0,0,0,0,-6673,0,0,0,0,0
2858,111,1,28,30,6.67328,0,0,0,0,-6673,0,0,0,0,0
2857,111,1,27,30,6.67327,0,0,0,0,-6673,0,0,0,0,0
2856,111,1,26,30,6.67326,0,0,0,0,-6673,0,0,0,0,0
2855,111,1,25,30,6.67325,0,0,0,0,-6673,0,0,0,0,0
2854,111,1,24,30,6.67324,0,0,0,0,-6673,0,0,0,0,0
2853,111,1,23,30,6.67323,0,0,0,0,-6673,0,0,0,0,0
2852,111,1,22,30,6.67322,0,0,0,0,-6673,0,0,0,0,0
2851,111,1,21,30,6.67321,0,0,0,0,-6673,0,0,0,0,0
2850,111,1,20,30,6.6732,0,0,0,0,-6673,0,0,0,0,0
2849,111,1,19,30,6.67319,0,0,0,0,-6673,0,0,0,0,0
2848,111,1,18,30,6.67318,0,0,0,0,-6673,0,0,0,0,0
2847,111,1,17,30,6.67317,0,0,0,0,-6673,0,0,0,0,0
2846,111,1,16,30,6.67316,0,0,0,0,-6673,0,0,0,0,0
2845,111,1,15,30,6.67315,0,0,0,0,-6673,0,0,0,0,0
2844,111,1,14,30,6.67314,0,0,0,0,-6673,0,0,0,0,0
2843,111,1,13,30,6.67313,0,0,0,0,-6673,0,0,0,0,0
2842,111,1,12,30,6.67312,0,0,0,0,-6673,0,0,0,0,0
2841,111,1,11,30,6.67311,0,0,0,0,-6673,0,0,0,0,0
2840,111,1,10,30,6.6731,0,0,0,0,-6673,0,0,0,0,0
2839,111,1,9,30,6.67309,0,0,0,0,-6673,0,0,0,0,0
2838,111,1,8,30,6.67308,0,0,0,0,-6673,0,0,0,0,0
2837,111,1,7,30,6.67307,0,0,0,0,-6673,0,0,0,0,0
2836,111,1,6,30,6.67306,0,0,0,0,-6673,0,0,0,0,0
2835,111,1,5,30,6.67305,0,0,0,0,-6673,0,0,0,0,0
2834,111,1,4,30,6.67304,0,0,0,0,-6673,0,0,0,0,0
2833,111,1,3,30,6.67303,0,0,0,0,-6673,0,0,0,0,0
2832,111,1,2,30,6.67302,0,0,0,0,-6673,0,0,0,0,0
2831,111,1,1,30,6.67301,0,0,0,0,-6673,0,0,0,0,0
2830,111,1,0,30,6.673,0,7.17057,0,0,-6673,-7170566,0,0,0,0
2827,0,0,0,0,0,0,6.66186,6.66219,0,0,332,0,0,0,0
2824,0,0,0,0,0,0,6.64742,6.64749,0,0,72,0,0,0,0
2821,0,0,0,0,0,0,6.64737,6.6474,0,0,32,0,0,0,0
2818,0,0,0,0,0,0,6.64721,6.64723,0,0,28,0,0,0,0
2816,110,2,4,5,6.64004,0,0,0,0,-6640,0,0,0,0,0
2815,110,2,3,5,6.64003,0,0,0,0,-6640,0,0,0,0,0
2814,110,2,2,5,6.64002,0,7.14016,0,0,-6640,-7140162,0,0,0,0
2813,110,2,1,5,6.64001,0,7.13899,7.13909,7.13909,499,96,0,0,0,187
2812,110,2,0,5,6.64,0,7.13626,7.13636,7.13636,496,96,0,0,0,186
2809,0,0,0,0,0,0,6.61499,6.61506,0,0,72,0,0,0,0
2806,0,0,0,0,0,0,6.61494,6.61497,0,0,32,0,0,0,0
2805,109,2,4,5,6.60704,0,0,0,0,-6607,0,0,0,0,0
2804,109,2,3,5,6.60703,0,0,0,0,-6607,0,0,0,0,0
2803,109,2,2,5,6.60702,0,0,0,0,-6607,0,0,0,0,0
2802,109,2,1,5,6.60701,0,7.10535,0,0,-6607,-7105345,0,0,0,0
2801,109,2,0,5,6.607,0,7.07566,7.07575,7.07575,468,96,0,0,0,185
2798,0,0,0,0,0,0,6.58321,6.58328,0,0,72,0,0,0,0
2795,0,0,0,0,0,0,6.58316,6.58319,0,0,32,0,0,0,0
2792,0,0,0,0,0,0,6.58297,6.583,0,0,28,0,0,0,0
2790,108,1,29,30,6.57429,0,0,0,0,-6574,0,0,0,0,0
2789,108,1,28,30,6.57428,0,0,0,0,-6574,0,0,0,0,0
2788,108,1,27,30,6.57427,0,0,0,0,-6574,0,0,0,0,0
2787,108,1,26,30,6.57426,0,0,0,0,-6574,0,0,0,0,0
2786,108,1,25,30,6.57425,0,0,0,0,-6574,0,0,0,0,0
2785,108,1,24,30,6.57424,0,0,0,0,-6574,0,0,0,0,0
2784,108,1,23,30,6.57423,0,0,0,0,-6574,0,0,0,0,0
2783,108,1,22,30,6.57422,0,0,0,0,-6574,0,0,0,0,0
2782,108,1,21,30,6.57421,0,0,0,0,-6574,0,0,0,0,0
2781,108,1,20,30,6.5742,0,0,0,0,-6574,0,0,0,0,0
2780,108,1,19,30,6.57419,0,0,0,0,-6574,0,0,0,0,0
2779,108,1,18,30,6.57418,0,0,0,0,-6574,0,0,0,0,0
2778,108,1,17,30,6.57417,0,0,0,0,-6574,0,0,0,0,0
2777,108,1,16,30,6.57416,0,0,0,0,-6574,0,0,0,0,0
2776,108,1,15,30,6.57415,0,0,0,0,-6574,0,0,0,0,0
2775,108,1,14,30,6.57414,0,0,0,0,-6574,0,0,0,0,0
2774,108,1,13,30,6.57413,0,0,0,0,-6574,0,0,0,0,0
2773,108,1,12,30,6.57412,0,0,0,0,-6574,0,0,0,0,0
2772,108,1,11,30,6.57411,0,0,0,0,-6574,0,0,0,0,0
2771,108,1,10,30,6.5741,0,0,0,0,-6574,0,0,0,0,0
2770,108,1,9,30,6.57409,0,0,0,0,-6574,0,0,0,0,0
2769,108,1,8,30,6.57408,0,0,0,0,-6574,0,0,0,0,0
2768,108,1,7,30,6.57407,0,0,0,0,-6574,0,0,0,0,0
2767,108,1,6,30,6.57406,0,0,0,0,-6574,0,0,0,0,0
2766,108,1,5,30,6.57405,0,0,0,0,-6574,0,0,0,0,0
2765,108,1,4,30,6.57404,0,7.07499,0,0,-6574,-7074987,0,0,0,0
2764,108,1,3,30,6.57403,0,7.07441,7.07451,7.07451,500,96,0,0,0,184
2763,108,1,2,30,6.57402,0,7.07273,7.07283,7.07283,498,96,0,0,0,183
2762,108,1,1,30,6.57401,0,7.0723,7.0724,7.0724,498,96,0,0,0,182
2761,108,1,0,30,6.574,0,7.06587,7.06596,7.06596,491,96,0,0,0,181
2758,0,0,0,0,0,0,6.56018,6.56021,0,0,28,0,0,0,0
2755,0,0,0,0,0,0,6.5595,6.55984,0,0,332,0,0,0,0
2752,0,0,0,0,0,0,6.54777,6.54784,0,0,72,0,0,0,0
2749,0,0,0,0,0,0,6.54772,6.54775,0,0,32,0,0,0,0
2746,0,0,0,0,0,0,6.54566,6.54569,0,0,28,0,0,0,0
2743,0,0,0,0,0,0,6.5445,6.54453,0,0,28,0,0,0,0
2740,0,0,0,0,0,0,6.54133,6.54136,0,0,28,0,0,0,0
2739,107,2,4,5,6.54104,0,0,0,0,-6541,0,0,0,0,0
2738,107,2,3,5,6.54103,0,7.04174,0,0,-6541,-7041742,0,0,0,0
2737,107,2,2,5,6.54102,0,7.03799,7.03808,7.03808,497,96,0,0,0,180
2736,107,2,1,5,6.54101,0,7.03779,7.03788,7.03788,496,96,0,0,0,179
